estrofa 1,estrofa 2,estrofa 3,estrofa 4,estrofa 5,estrofa 6,estrofa 7
"¡Oh, gloria inmarcesible! ¡Oh, júbilo inmortal! ¡En surcos de dolores El bien germina ya! ¡Cesó la horrible noche! La libertad sublime Derrama las auroras De su invencible luz. La humanidad entera, Que entre cadenas gime, Comprende las palabras Del que murió en la cruz","¡Independencia! grita El mundo americano; Se baña en sangre de héroes La tierra de Colón.Pero este gran principio: «El rey no es soberano», Resuena, y los que sufren Bendicen su pasión.",Del Orinoco el cauce Se colma de despojos; De sangre y llanto un río Se mira allí correr. En Bárbula no saben Las almas ni los ojos Si admiración o espanto Sentir o padecer.,"A orillas del Caribe Hambriento un pueblo lucha, Horrores prefiriendo A pérfida salud. ¡Oh sí! de Cartagena La abnegación es mucha, Y escombros de la muerte Desprecian su virtud.",De Boyacá en los campos El genio de la gloria Con cada espiga un héroe Invicto coronó. Soldados sin coraza Ganaron la victoria; Su varonil aliento De escudo les sirvió.,"Bolívar cruza el Ande Que riega dos océanos; Espadas cual centellas Fulguran en Junín. Centauros indomables Descienden a los llanos, Y empieza a presentirse De la epopeya el fin.","La trompa victoriosa Que en Ayacucho truena, En cada triunfo crece Su formidable son. En su expansivo empuje La libertad se estrena, Del cielo americano Formando un pabellón."
